"ID","Source","Severity","Start_Time","End_Time","Start_Lat","Start_Lng","End_Lat","End_Lng","Distance.mi.","Description","Street","City","County","State","Zipcode","Country","Timezone","Airport_Code","Weather_Timestamp","Temperature.F.","Wind_Chill.F.","Humidity...","Pressure.in.","Visibility.mi.","Wind_Direction","Wind_Speed.mph.","Precipitation.in.","Weather_Condition","Amenity","Bump","Crossing","Give_Way","Junction","No_Exit","Railway","Roundabout","Station","Stop","Traffic_Calming","Traffic_Signal","Turning_Loop","Sunrise_Sunset","Civil_Twilight","Nautical_Twilight","Astronomical_Twilight"
"A-2234706","Source2",2,"2019-03-22 13:30:58","2019-03-22 14:00:38",33.46582,-111.908867,NA,NA,0,"Accident on Mcdowell Rd at Hayden Rd.","N Hayden Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2019-03-22 13:51:00",70,NA,26,30.01,10,"Variable",5.8,NA,"Partly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2236385","Source2",2,"2019-03-24 08:41:17","2019-03-24 09:44:47",33.465759,-111.900726,NA,NA,0,"Accident on Granite Reef Rd at Mcdowell Rd.","E McDowell Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2019-03-24 08:51:00",62.1,NA,44,30.08,10,"East",6.9,NA,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2253596","Source2",2,"2019-03-01 14:18:09","2019-03-01 14:47:53",33.46582,-111.908867,NA,NA,0,"Accident on Mcdowell Rd at Hayden Rd.","N Hayden Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2019-03-01 13:51:00",75.9,NA,33,29.93,10,"Variable",5.8,NA,"Mostly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2263397","Source2",2,"2019-02-04 10:05:51","2019-02-04 10:35:34",33.4627,-111.900528,NA,NA,0,"Accident pedestrian involved on Granite Reef Rd at Joe Foss Way.","E Joe Foss Way","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2019-02-04 09:51:00",59,NA,87,29.85,10,"South",4.6,NA,"Mostly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2266044","Source2",2,"2019-02-05 07:16:18","2019-02-05 08:01:03",33.480209,-111.943192,NA,NA,0,"Accident on 64th St at Thomas Rd.","E Thomas Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2019-02-05 06:51:00",51.1,NA,80,29.83,10,"East",5.8,NA,"Mostly Cloudy","False","False","True","False","False","False","False","False","True","False","False","True","False","Night","Day","Day","Day"
"A-2266095","Source2",2,"2019-02-05 17:26:40","2019-02-05 17:56:26",33.458481,-111.926353,NA,NA,0,"Accident on Scottsdale Rd near Roosevelt St.","E Continental Dr","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2019-02-05 17:51:00",62.1,NA,52,29.74,10,"South",12.7,NA,"Scattered Clouds","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2292724","Source2",2,"2019-02-18 15:13:32","2019-02-18 15:43:19",33.465805,-111.914597,NA,NA,0,"Accident on Mcdowell Rd at 77th St.","N 77th St","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2019-02-18 14:51:00",54,NA,45,29.9,10,"SSW",10.4,NA,"Mostly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2300196","Source2",2,"2019-02-21 07:40:37","2019-02-21 08:25:27",33.480209,-111.943192,NA,NA,0,"Accident on 64th St at Thomas Rd.","E Thomas Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2019-02-21 07:51:00",44.1,41.5,96,29.65,6,"East",4.6,0.05,"Heavy Rain","False","False","True","False","False","False","False","False","True","False","False","True","False","Day","Day","Day","Day"
"A-2300230","Source2",2,"2019-02-21 16:02:46","2019-02-21 16:32:32",33.458481,-111.926353,NA,NA,0,"Accident on Roosevelt St at Scottsdale Rd.","E Continental Dr","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2019-02-21 15:51:00",46.9,NA,86,29.62,10,"SE",9.2,0.03,"Light Rain","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2310994","Source2",2,"2019-02-27 16:15:05","2019-02-27 16:44:50",33.480209,-111.943192,NA,NA,0,"Accident on 64th St at Thomas Rd.","E Thomas Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2019-02-27 15:51:00",75.9,NA,21,29.98,10,"Variable",3.5,NA,"Scattered Clouds","False","False","True","False","False","False","False","False","True","False","False","True","False","Day","Day","Day","Day"
"A-2370205","Source2",2,"2019-01-30 14:51:33","2019-01-30 15:21:17",33.458481,-111.926353,NA,NA,0,"Accident on Roosevelt St at Scottsdale Rd.","E Continental Dr","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2019-01-30 14:51:00",72,NA,21,29.82,10,"NW",4.6,NA,"Mostly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2377084","Source2",2,"2018-12-03 15:37:15","2018-12-03 16:06:51",33.465794,-111.908951,NA,NA,0,"Accident on Hayden Rd at McDowell Rd.","N Hayden Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-12-03 15:51:00",62.1,NA,25,30.09,10,"Calm",NA,NA,"Clear","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2467513","Source2",2,"2018-11-19 17:33:14","2018-11-19 18:02:58",33.465637,-111.93483,NA,NA,0,"Accident on 68th St at McDowell Rd.","N 68th St","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-11-19 17:51:00",72,NA,15,29.97,10,"NNW",3.5,NA,"Mostly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Night","Day","Day","Day"
"A-2501975","Source2",2,"2018-10-05 06:46:57","2018-10-05 07:16:37",33.465794,-111.908951,NA,NA,0,"Accident pedestrian involved on Hayden Rd at McDowell Rd.","N Hayden Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-10-05 06:51:00",70,NA,76,29.84,10,"Calm",NA,NA,"Partly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2522410","Source2",2,"2018-10-16 08:41:19","2018-10-16 09:11:11",33.465733,-111.926224,NA,NA,0,"Accident on McDowell Rd at Scottsdale Rd.","N Scottsdale Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-10-16 08:51:00",62.1,NA,53,29.99,10,"ENE",17.3,NA,"Mostly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2554882","Source2",2,"2018-10-30 08:00:44","2018-10-30 08:45:30",33.465748,-111.900681,NA,NA,0,"Lane blocked due to accident on McDowell Rd at Granite Reef Rd.","N Granite Reef Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-10-30 07:51:00",70,NA,49,29.8,10,"ESE",8.1,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2568219","Source2",2,"2018-09-06 11:12:10","2018-09-06 11:41:28",33.464188,-111.934853,NA,NA,0,"Accident on 68th St at Loma Land Dr.","N 68th St","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-09-06 10:51:00",96.1,NA,24,29.93,10,"East",8.1,NA,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-2592171","Source2",2,"2018-09-18 19:47:10","2018-09-18 20:16:50",33.465794,-111.908951,NA,NA,0,"Accident on Hayden Rd at McDowell Rd.","N Hayden Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-09-18 19:51:00",98.1,NA,25,29.62,10,"West",12.7,NA,"Scattered Clouds","False","False","True","False","False","False","False","False","False","False","False","True","False","Night","Night","Night","Day"
"A-2599900","Source2",2,"2018-09-21 07:06:29","2018-09-21 07:51:16",33.465733,-111.926224,NA,NA,0,"Accident on McDowell Rd at Scottsdale Rd.","N Scottsdale Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-09-21 06:51:00",79,NA,66,29.88,10,"East",6.9,NA,"Partly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2612313","Source2",2,"2018-09-27 16:34:01","2018-09-27 17:03:48",33.480499,-111.891983,NA,NA,0,"Accident on Pima Rd at Thomas Rd.","N Pima Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-09-27 16:51:00",102.9,NA,12,29.7,10,"SW",4.6,NA,"Scattered Clouds","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2617993","Source2",2,"2018-07-31 13:30:44","2018-07-31 14:00:15",33.465794,-111.908951,NA,NA,0,"Accident on Hayden Rd at McDowell Rd.","N Hayden Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-07-31 13:51:00",102.9,NA,25,29.82,10,"Calm",NA,NA,"Partly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2618010","Source2",2,"2018-07-31 15:40:49","2018-07-31 16:10:31",33.480366,-111.917572,NA,NA,0,"Accident on Miller Rd at Thomas Rd.","N Miller Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-07-31 15:51:00",105.1,NA,20,29.76,10,"West",4.6,NA,"Partly Cloudy","False","False","True","False","False","True","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2632024","Source2",2,"2018-08-07 18:18:33","2018-08-07 18:48:13",33.465836,-111.904312,NA,NA,0,"Accident on 82nd Pl at McDowell Rd.","E McDowell Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-08-07 17:51:00",109,NA,17,29.59,10,"West",15,NA,"Scattered Clouds","False","False","True","True","False","False","False","False","True","False","False","False","False","Day","Day","Day","Day"
"A-2634493","Source2",2,"2018-08-08 20:40:35","2018-08-08 21:10:16",33.46582,-111.907166,NA,NA,0,"Accident on McDowell Rd at Almeria Rd.","E Almeria Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-08-08 20:51:00",81,NA,62,29.87,10,"West",3.5,0.08,"Light Thunderstorms and Rain","False","False","False","False","False","False","False","False","False","True","False","False","False","Night","Night","Night","Day"
"A-2653618","Source2",2,"2018-08-17 16:59:31","2018-08-17 17:29:03",33.465748,-111.921875,NA,NA,0,"Accident on 74th St at McDowell Rd.","N 74th St","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-08-17 16:51:00",102,NA,26,29.83,10,"West",12.7,NA,"Mostly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2657678","Source2",2,"2018-08-20 17:39:20","2018-08-20 18:09:05",33.465733,-111.926224,NA,NA,0,"Accident on McDowell Rd at Scottsdale Rd.","N Scottsdale Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-08-20 17:51:00",106,NA,22,29.69,10,"West",10.4,NA,"Mostly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2751032","Source2",2,"2018-06-08 10:56:46","2018-06-08 11:41:32",33.465748,-111.900681,NA,NA,0,"Accident on Granite Reef Rd at McDowell Rd.","N Granite Reef Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-06-08 10:51:00",97,NA,8,29.82,10,"Variable",3.5,NA,"Clear","False","False","False","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2796380","Source2",2,"2018-05-01 16:39:32","2018-05-01 17:39:17",33.480499,-111.891983,NA,NA,0,"Accident on Thomas Rd at Pima Rd.","N Pima Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-05-01 16:51:00",73,NA,35,29.7,10,"West",10.4,NA,"Overcast","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2810884","Source2",2,"2018-05-08 13:56:02","2018-05-08 14:25:28",33.480366,-111.917572,NA,NA,0,"Right lane closed due to accident on Thomas Rd at Miller Rd.","N Miller Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-05-08 13:51:00",100.9,NA,5,29.79,10,"ESE",4.6,NA,"Partly Cloudy","False","False","True","False","False","True","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2845808","Source2",2,"2018-05-24 11:00:01","2018-05-24 11:59:48",33.465748,-111.921875,NA,NA,0,"Accident on 74th St at McDowell Rd.","N 74th St","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-05-24 10:51:00",88,NA,15,29.92,10,"NW",5.8,NA,"Clear","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2865567","Source2",2,"2018-04-04 16:25:51","2018-04-04 17:10:38",33.465637,-111.93483,NA,NA,0,"Accident on McDowell Rd at 68th St.","N 68th St","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-04-04 16:51:00",87.1,NA,13,29.82,10,"WNW",10.4,NA,"Mostly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-2923768","Source2",2,"2018-03-02 11:40:48","2018-03-02 12:55:36",33.465733,-111.926224,NA,NA,0,"Accident on McDowell Rd at Scottsdale Rd.","N Scottsdale Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-03-02 11:51:00",68,NA,25,30.03,10,"ESE",5.8,NA,"Clear","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-3009987","Source2",2,"2018-02-13 17:17:46","2018-02-13 18:17:46",33.480202,-111.891838,NA,NA,0,"Accident on Pima Rd Northbound at Thomas Rd.","E Thomas Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-02-13 16:51:00",71.1,NA,35,30.06,10,"SSE",8.1,NA,"Mostly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-3026146","Source2",2,"2018-02-21 14:16:56","2018-02-21 14:44:22",33.465794,-111.908951,NA,NA,0,"Middle lane blocked due to accident on McDowell Rd Westbound at Hayden Rd.","N Hayden Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-02-21 13:51:00",59,NA,17,30.03,10,"SW",10.4,NA,"Mostly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-3084866","Source2",2,"2018-01-24 10:04:00","2018-01-24 11:03:46",33.463989,-111.908897,NA,NA,0,"Left lane blocked due to accident on Hayden Rd both ways at Commerce Center Blvd.","N Hayden Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2018-01-24 09:51:00",61,NA,16,30.19,10,"East",12.7,NA,"Clear","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-3102025","Source2",2,"2017-12-01 10:53:33","2017-12-01 11:53:22",33.465794,-111.908951,NA,NA,0,"Accident on Hayden Rd at McDowell Rd.","N Hayden Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2017-12-01 10:51:00",70,NA,35,29.97,10,"SE",8.1,NA,"Mostly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-3126985","Source2",2,"2017-12-13 13:54:44","2017-12-13 14:24:24",33.453564,-111.926422,NA,NA,0,"Accident on Fillmore St at Scottsdale Rd.","E Fillmore St","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2017-12-13 13:51:00",75,NA,8,29.92,10,"Calm",NA,NA,"Partly Cloudy","False","False","True","False","False","False","False","False","False","True","False","False","False","Day","Day","Day","Day"
"A-3145381","Source2",2,"2017-12-21 14:51:02","2017-12-21 15:20:47",33.459202,-111.930649,NA,NA,0,"Accident on 70th St at Diamond St.","N 70th St","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2017-12-21 14:51:00",55.9,NA,19,29.94,10,"West",21.9,NA,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-3147862","Source2",2,"2017-12-22 12:28:59","2017-12-22 12:58:48",33.465733,-111.926224,NA,NA,0,"Accident on McDowell Rd at Scottsdale Rd.","N Scottsdale Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2017-12-22 12:51:00",53.1,NA,26,30.29,10,"WNW",3.5,NA,"Partly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-3179547","Source2",2,"2017-11-10 08:11:00","2017-11-10 09:10:53",33.465794,-111.908951,NA,NA,0,"Accident on Hayden Rd at McDowell Rd.","N Hayden Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2017-11-10 07:51:00",63,NA,54,29.91,10,"Calm",NA,NA,"Scattered Clouds","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-3201933","Source2",2,"2017-11-22 10:28:43","2017-11-22 11:28:32",33.480366,-111.917572,NA,NA,0,"Accident on Miller Rd at Thomas Rd.","N Miller Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2017-11-22 10:51:00",81,NA,14,30.12,10,"East",8.1,NA,"Partly Cloudy","False","False","True","False","False","True","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-3224449","Source2",2,"2017-10-04 15:25:06","2017-10-04 15:54:57",33.47448,-111.917549,NA,NA,0,"Accident on Miller Rd at Murray Ln.","E Murray Ln","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2017-10-04 15:51:00",97,NA,18,29.78,10,"NW",8.1,NA,"Partly Cloudy","False","False","True","True","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-3303145","Source2",2,"2017-09-12 09:49:08","2017-09-12 10:48:54",33.465836,-111.904312,NA,NA,0,"Accident on 82nd Pl at McDowell Rd.","E McDowell Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2017-09-12 09:51:00",97,NA,24,29.81,10,"ESE",5.8,NA,"Partly Cloudy","False","False","True","True","False","False","False","False","True","False","False","False","False","Day","Day","Day","Day"
"A-3350165","Source2",2,"2017-08-01 05:05:11","2017-08-01 05:35:00",33.465637,-111.93483,NA,NA,0,"Accident on 68th St at McDowell Rd.","N 68th St","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2017-08-01 04:51:00",89.1,NA,40,29.82,10,"SE",8.1,NA,"Mostly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Night","Night","Day","Day"
"A-3511453","Source1",4,"2016-12-18 22:54:48","2016-12-19 04:54:48",33.466685,-111.90896,33.464463,-111.90898,0.154,"Closed between Coronado Rd and Loma Land Dr - Road closed due to accident."," N Hayden Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2016-12-18 22:51:00",48,NA,41,30.21,10,"WSW",3.5,NA,"Partly Cloudy","False","False","False","False","False","False","False","False","True","False","False","False","False","Night","Night","Night","Night"
"A-3512041","Source1",4,"2017-01-14 16:37:53","2017-01-14 22:37:53",33.48038,-111.89183,33.48044,-111.88266,0.528,"Closed between Pima Rd and 92nd St - Road closed due to accident."," E Thomas Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2017-01-14 16:51:00",61,NA,67,29.85,10,"ESE",4.6,0,"Scattered Clouds","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-3512342","Source1",3,"2016-10-21 09:30:24","2016-10-21 15:30:24",33.45127,-111.9093,33.451271,-111.909263,0.002,"At Hayden Rd/McClintock Rd - Accident."," E McKellips Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2016-10-21 09:51:00",84.9,NA,20,29.94,10,"ENE",13.8,NA,"Clear","False","False","False","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-3512343","Source1",3,"2016-10-21 09:30:24","2016-10-21 15:30:24",33.451271,-111.909263,33.45127,-111.9093,0.002,"At Hayden Rd/McClintock Rd - Accident."," E McKellips Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2016-10-21 09:51:00",84.9,NA,20,29.94,10,"ENE",13.8,NA,"Clear","False","False","False","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-3703492","Source1",2,"2023-03-22 01:00:00","2023-03-22 12:00:00",33.46556783,-111.93481564,33.46569783,-111.93481564,0.009,"McDowell Rd FROM: McDowell Rd TO: McDowell Rd - Incident - CLOSED: McDowell Rd Eastbound at 68th St due to a crash. Please avoid the area"," N Monte Vista Dr","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2023-03-22 00:51:00",65,65,50,28.62,10,"S",13,0,"Mostly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Night","Night","Night","Night"
"A-3706887","Source1",2,"2022-02-15 21:28:00","2022-02-15 22:46:43",33.46904,-111.908656,33.469799,-111.908488,0.053,"Incident on N HAYDEN RD near E PALM LN Expect delays.","N Hayden Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2022-02-15 21:51:00",65,65,22,28.49,10,"S",14,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-3952547","Source1",2,"2022-10-07 12:18:59","2022-10-07 13:47:41",33.465655,-111.925537,33.465674,-111.924009,0.088,"Incident on E MCDOWELL RD near N SCOTTSDALE RD Expect delays.","E McDowell Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2022-10-07 11:51:00",87,87,27,28.87,10,"SE",7,0,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-3976009","Source1",2,"2022-10-10 11:59:39.000000000","2022-10-10 13:16:57.000000000",33.478125,-111.917553,33.47883,-111.917564,0.049,"Incident on N MILLER RD near E WINDSOR AVE Expect delays."," N Miller Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2022-10-10 11:51:00",85,85,30,28.77,10,"SE",10,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4015343","Source1",2,"2022-04-30 20:18:35","2022-05-01 00:11:33",33.4659111498191,-111.891878842774,33.4659211498191,-111.893688842774,0.104,"Incident on MCDOWELL RD near HOUSE 8800 Expect delays.","E McDowell Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2022-04-30 19:51:00",92,92,5,28.49,10,"W",12,0,"Fair","False","False","True","False","False","False","False","False","False","False","False","True","False","Night","Night","Night","Day"
"A-4057554","Source1",2,"2023-01-26 16:10:45","2023-01-27 06:03:15",33.455351,-111.909087,33.456046,-111.909064,0.048,"Incident on N HAYDEN RD near E KIMSEY LN Expect delays.","E McKinley St","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2023-01-26 15:51:00",62,62,12,29.05,10,"NNE",12,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4105135","Source1",2,"2022-05-31 13:45:43","2022-05-31 15:27:41",33.462999,-111.926345,33.462462,-111.926354,0.037,"Incident on SCOTTSDALE RD near HOUSE 1300 Expect delays."," N Scottsdale Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2022-05-31 13:51:00",93,93,12,28.53,10,"VAR",7,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4228518","Source1",2,"2022-04-08 18:11:39","2022-04-08 19:52:22",33.465676,-111.936185,33.465673,-111.936665,0.028,"Incident on MCDOWELL RD near HOUSE 6600 Expect delays.","E McDowell Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2022-04-08 17:51:00",94,94,4,28.65,10,"N",5,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4378895","Source1",2,"2022-05-22 19:32:30","2022-05-22 20:53:46",33.479912,-111.908944,33.480444,-111.908943,0.037,"Incident on N HAYDEN RD near E THOMAS RD Expect delays."," N Hayden Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2022-05-22 19:51:00",93,93,10,28.59,10,"W",10,0,"Partly Cloudy","False","False","True","False","False","False","False","False","False","False","False","False","False","Night","Day","Day","Day"
"A-4391287","Source1",2,"2022-04-06 08:57:30.000000000","2022-04-06 11:00:01.000000000",33.464028,-111.908814,33.465884,-111.909639,0.137,"Slow traffic from E Commerce Center Blvd to N 79th St due to accident.","E Commerce Center Blvd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2022-04-06 08:51:00",71,71,31,28.77,10,"E",7,0,"Fair","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-4480890","Source1",2,"2022-09-21 08:00:00","2022-09-21 10:00:00",33.46586,-111.914593,33.465712,-111.914593,0.01,"McDowell Rd FROM: 77th St TO: 77th St - Incident - CLOSED: McDowell Rd Eastbound at 77th St due to a crash. Please avoid the area. #scottsdale #phxtraffic","N 77th St","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2022-09-21 07:51:00",80,80,64,28.7,10,"E",10,0,"Mostly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-4503117","Source1",2,"2022-03-03 15:05:25","2022-03-03 16:28:41",33.465607,-111.93052,33.46575,-111.930523,0.01,"Incident on N 70TH ST near E MCDOWELL RD Expect delays."," N 70th St","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2022-03-03 14:51:00",87,87,10,28.63,10,"VAR",6,0,"Fair","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-4585222","Source1",2,"2022-11-16 07:11:37","2022-11-16 08:31:58",33.457124,-111.909025,33.45648,-111.904905,0.242,"Incident on E GARFIELD ST near N HAYDEN RD Expect delays."," E Garfield St","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2022-11-16 06:51:00",45,43,34,29,10,"SW",5,0,"Fair","False","False","False","False","False","False","False","False","False","True","False","False","False","Day","Day","Day","Day"
"A-4606945","Source1",2,"2022-05-31 13:45:43","2022-05-31 15:07:38",33.462999,-111.926345,33.462462,-111.926354,0.037,"Incident on SCOTTSDALE RD near HOUSE 1300 Expect delays."," N Scottsdale Rd","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2022-05-31 13:51:00",93,93,12,28.53,10,"VAR",7,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4658348","Source1",2,"2022-12-23 15:40:10","2022-12-23 16:57:41",33.472986,-111.933259,33.473789,-111.933255,0.055,"Incident on N 68TH ST near E OAK ST Expect delays."," N 68th Pl","Scottsdale","Maricopa","AZ","85257","US","US/Mountain","KPHX","2022-12-23 15:51:00",67,67,24,28.87,10,"W",3,0,"Fair","False","False","True","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
